 # Thu Nov  6 19:40:01 2008
 # MSTW 2008 LO PDF grid for eigenvector   7.
 # distance(t),tolerance(T) =   9.31384  9.34539142
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.68183
 # alphaS(MZ) = 0.13939
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  8.8742E+01  1.2022E+00  1.2042E+00  4.9170E-01  0.0000E+00  0.0000E+00  1.8737E-04  2.1866E-03 -7.7134E-04
  9.3936E+01  1.5851E+00  1.5871E+00  8.8115E-01  0.0000E+00  0.0000E+00  2.0346E-04  2.2770E-03 -7.8236E-04
  9.9135E+01  1.8847E+00  1.8868E+00  1.1856E+00  0.0000E+00  0.0000E+00  2.1648E-04  2.3472E-03 -7.9068E-04
  1.0834E+02  2.3153E+00  2.3175E+00  1.6227E+00  0.0000E+00  0.0000E+00  2.3537E-04  2.4449E-03 -8.0198E-04
  1.0834E+02  2.3153E+00  2.3175E+00  1.6227E+00  1.0842E-06  0.0000E+00  2.3537E-04  2.4449E-03 -8.0198E-04
  1.1790E+02  2.7083E+00  2.7106E+00  2.0210E+00  4.4784E-01  0.0000E+00  2.5241E-04  2.5294E-03 -8.1147E-04
  1.2944E+02  3.1166E+00  3.1190E+00  2.4343E+00  8.8986E-01  0.0000E+00  2.6959E-04  2.6115E-03 -8.2049E-04
  1.4144E+02  3.4992E+00  3.5016E+00  2.8210E+00  1.3004E+00  0.0000E+00  2.8502E-04  2.6830E-03 -8.2817E-04
  1.5491E+02  3.8983E+00  3.9007E+00  3.2240E+00  1.7253E+00  0.0000E+00  3.0035E-04  2.7521E-03 -8.3546E-04
  1.7147E+02  4.3623E+00  4.3648E+00  3.6920E+00  2.2159E+00  0.0000E+00  3.1720E-04  2.8261E-03 -8.4312E-04
  1.8786E+02  4.8037E+00  4.8063E+00  4.1368E+00  2.6796E+00  0.0000E+00  3.3232E-04  2.8908E-03 -8.4970E-04
  2.0562E+02  5.2689E+00  5.2715E+00  4.6052E+00  3.1657E+00  0.0000E+00  3.4735E-04  2.9538E-03 -8.5600E-04
  2.2105E+02  5.6662E+00  5.6689E+00  5.0051E+00  3.5792E+00  0.0000E+00  3.5954E-04  3.0040E-03 -8.6095E-04
  2.8041E+02  7.1686E+00  7.1714E+00  6.5154E+00  5.1320E+00  0.0000E+00  4.0125E-04  3.1700E-03 -8.7692E-04
  2.8041E+02  7.1686E+00  7.1714E+00  6.5154E+00  5.1320E+00  1.5258E-07  4.0125E-04  3.1700E-03 -8.7692E-04
  2.9442E+02  7.5347E+00  7.5374E+00  6.8831E+00  5.5084E+00  4.6244E-01  4.1052E-04  3.2058E-03 -8.8028E-04
