 # Thu Nov  6 19:21:36 2008
 # MSTW 2008 LO PDF grid for eigenvector   9.
 # distance(t),tolerance(T) =   7.0641  6.73260515
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.68183
 # alphaS(MZ) = 0.13939
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.8051E+02  1.1536E+00  1.1561E+00  4.7911E-01  0.0000E+00  0.0000E+00  1.8730E-04  2.6649E-03 -5.8474E-04
  1.8623E+02  1.9160E+00  1.9185E+00  1.2477E+00  0.0000E+00  0.0000E+00  2.0303E-04  2.7688E-03 -5.9309E-04
  1.9185E+02  2.4917E+00  2.4943E+00  1.8280E+00  0.0000E+00  0.0000E+00  2.1575E-04  2.8493E-03 -5.9940E-04
  2.0164E+02  3.2834E+00  3.2861E+00  2.6258E+00  0.0000E+00  0.0000E+00  2.3417E-04  2.9610E-03 -6.0796E-04
  2.0164E+02  3.2834E+00  3.2861E+00  2.6258E+00  1.9252E-06  0.0000E+00  2.3417E-04  2.9610E-03 -6.0796E-04
  2.1120E+02  3.9673E+00  3.9701E+00  3.3147E+00  7.8044E-01  0.0000E+00  2.5076E-04  3.0573E-03 -6.1516E-04
  2.2285E+02  4.6415E+00  4.6444E+00  3.9936E+00  1.5133E+00  0.0000E+00  2.6747E-04  3.1507E-03 -6.2200E-04
  2.3502E+02  5.2433E+00  5.2463E+00  4.5994E+00  2.1636E+00  0.0000E+00  2.8247E-04  3.2320E-03 -6.2782E-04
  2.4870E+02  5.8447E+00  5.8477E+00  5.2045E+00  2.8098E+00  0.0000E+00  2.9735E-04  3.3103E-03 -6.3335E-04
  2.6556E+02  6.5157E+00  6.5188E+00  5.8793E+00  3.5265E+00  0.0000E+00  3.1370E-04  3.3941E-03 -6.3915E-04
  2.8228E+02  7.1310E+00  7.1342E+00  6.4979E+00  4.1803E+00  0.0000E+00  3.2836E-04  3.4673E-03 -6.4414E-04
  3.0040E+02  7.7592E+00  7.7624E+00  7.1291E+00  4.8445E+00  0.0000E+00  3.4292E-04  3.5384E-03 -6.4892E-04
  3.1616E+02  8.2827E+00  8.2860E+00  7.6550E+00  5.3957E+00  0.0000E+00  3.5474E-04  3.5950E-03 -6.5267E-04
  3.7674E+02  1.0181E+01  1.0184E+01  9.5605E+00  7.3800E+00  0.0000E+00  3.9509E-04  3.7817E-03 -6.6477E-04
  3.7674E+02  1.0181E+01  1.0184E+01  9.5605E+00  7.3800E+00  1.9393E-07  3.9509E-04  3.7817E-03 -6.6477E-04
  3.9085E+02  1.0628E+01  1.0631E+01  1.0009E+01  7.8448E+00  5.8648E-01  4.0407E-04  3.8219E-03 -6.6732E-04
  4.3650E+02  1.2032E+01  1.2035E+01  1.1417E+01  9.2988E+00  2.1824E+00  4.3114E-04  3.9409E-03 -6.7476E-04
  4.9063E+02  1.3649E+01  1.3653E+01  1.3040E+01  1.0966E+01  3.9983E+00  4.6044E-04  4.0658E-03 -6.8241E-04
  5.4585E+02  1.5271E+01  1.5275E+01  1.4665E+01  1.2632E+01  5.7923E+00  4.8801E-04  4.1802E-03 -6.8926E-04
  6.0761E+02  1.7069E+01  1.7073E+01  1.6467E+01  1.4472E+01  7.7573E+00  5.1678E-04  4.2965E-03 -6.9609E-04
  6.6358E+02  1.8692E+01  1.8696E+01  1.8094E+01  1.6129E+01  9.5148E+00  5.4138E-04  4.3937E-03 -7.0171E-04
  7.3739E+02  2.0835E+01  2.0839E+01  2.0241E+01  1.8312E+01  1.1814E+01  5.7211E-04  4.5125E-03 -7.0845E-04
  8.0812E+02  2.2896E+01  2.2900E+01  2.2304E+01  2.0406E+01  1.4008E+01  6.0010E-04  4.6184E-03 -7.1436E-04
  8.7751E+02  2.4928E+01  2.4932E+01  2.4339E+01  2.2468E+01  1.6159E+01  6.2643E-04  4.7162E-03 -7.1973E-04
  9.7202E+02  2.7716E+01  2.7720E+01  2.7131E+01  2.5293E+01  1.9094E+01  6.6077E-04  4.8412E-03 -7.2648E-04
  1.0674E+03  3.0558E+01  3.0562E+01  2.9976E+01  2.8168E+01  2.2068E+01  6.9399E-04  4.9597E-03 -7.3276E-04
  1.1626E+03  3.3424E+01  3.3428E+01  3.2845E+01  3.1065E+01  2.5054E+01  7.2596E-04  5.0715E-03 -7.3859E-04
  1.2635E+03  3.6491E+01  3.6496E+01  3.5916E+01  3.4162E+01  2.8239E+01  7.5872E-04  5.1842E-03 -7.4438E-04
  1.3677E+03  3.9695E+01  3.9699E+01  3.9122E+01  3.7393E+01  3.1553E+01  7.9155E-04  5.2953E-03 -7.4999E-04
  1.4715E+03  4.2924E+01  4.2928E+01  4.2354E+01  4.0648E+01  3.4884E+01  8.2337E-04  5.4012E-03 -7.5526E-04
  1.5737E+03  4.6134E+01  4.6139E+01  4.5567E+01  4.3882E+01  3.8189E+01  8.5397E-04  5.5016E-03 -7.6020E-04
  1.6810E+03  4.9544E+01  4.9549E+01  4.8980E+01  4.7316E+01  4.1691E+01  8.8539E-04  5.6033E-03 -7.6512E-04
  1.7908E+03  5.3069E+01  5.3074E+01  5.2507E+01  5.0863E+01  4.5304E+01  9.1689E-04  5.7040E-03 -7.6994E-04
  1.8992E+03  5.6583E+01  5.6588E+01  5.6023E+01  5.4397E+01  4.8900E+01  9.4741E-04  5.8003E-03 -7.7449E-04
  2.0053E+03  6.0060E+01  6.0065E+01  5.9502E+01  5.7893E+01  5.2452E+01  9.7681E-04  5.8921E-03 -7.7877E-04
  2.1159E+03  6.3717E+01  6.3722E+01  6.3161E+01  6.1570E+01  5.6185E+01  1.0070E-03  5.9852E-03 -7.8306E-04
  2.2285E+03  6.7480E+01  6.7485E+01  6.6926E+01  6.5351E+01  6.0020E+01  1.0373E-03  6.0777E-03 -7.8728E-04
  2.3393E+03  7.1213E+01  7.1218E+01  7.0661E+01  6.9101E+01  6.3822E+01  1.0667E-03  6.1665E-03 -7.9128E-04
  2.4473E+03  7.4886E+01  7.4892E+01  7.4336E+01  7.2791E+01  6.7559E+01  1.0950E-03  6.2513E-03 -7.9506E-04
  2.5594E+03  7.8731E+01  7.8736E+01  7.8183E+01  7.6652E+01  7.1467E+01  1.1241E-03  6.3375E-03 -7.9887E-04
  2.6731E+03  8.2665E+01  8.2670E+01  8.2119E+01  8.0601E+01  7.5462E+01  1.1532E-03  6.4234E-03 -8.0263E-04
