   0.00150   0.00820   1.27651   0.47232   0.00361   0.00000   0.26825   0.47591
   0.00164   0.00829   2.51076   0.54184   0.00842   0.00000   0.32962   0.54574
   0.00186   0.00842   5.15239   0.66876   0.02078   0.00000   0.44176   0.67312
   0.00202   0.00852   7.60560   0.78049   0.03596   0.00000   0.54082   0.78518
   0.00218   0.00863  10.75238   0.91570   0.06054   0.00000   0.66140   0.92073
   0.00233   0.00872  13.97310   1.04723   0.09196   0.00000   0.77960   1.05255
   0.00248   0.00880  17.38378   1.18507   0.13419   0.00000   0.90471   1.19066
   0.00263   0.00889  21.60102   1.34504   0.19659   0.00000   1.05170   1.35091
   0.00277   0.00897  25.71856   1.49464   0.26966   0.00000   1.19120   1.50075
   0.00290   0.00905  30.04072   1.64629   0.36031   0.00000   1.33493   1.65265
   0.00301   0.00912  33.83256   1.77280   0.44901   0.00000   1.45665   1.77933
   0.00323   0.00925  42.72836   2.05508   0.69411   0.00000   1.73491   2.06200
   0.00344   0.00937  51.41478   2.31292   0.97263   0.08206   1.99679   2.32016
   0.00366   0.00950  62.32519   2.62014   1.35857   0.34230   2.31645   2.62773
   0.00390   0.00964  75.04426   2.96732   1.83495   0.76585   2.68330   2.97528
   0.00412   0.00976  87.89626   3.31593   2.32213   1.16297   3.05277   3.32420
   0.00435   0.00989 101.95473   3.70341   2.85158   1.60616   3.46160   3.71199
   0.00454   0.01000 114.59903   4.05840   3.31499   2.00384   3.83294   4.06724
   0.00477   0.01013 131.23253   4.53483   3.90384   2.52600   4.32645   4.54397
   0.00498   0.01025 146.98965   4.99712   4.44615   3.02310   4.80107   5.00653
   0.00518   0.01036 162.32021   5.45550   4.96222   3.50873   5.26849   5.46514
   0.00543   0.01050 183.20419   6.08918   5.65019   4.17132   5.91093   6.09911
   0.00567   0.01063 204.04591   6.73289   6.32948   4.83757   6.56064   6.74309
   0.00589   0.01075 224.70506   7.37940   6.99909   5.50208   7.21129   7.38984
   0.00612   0.01088 246.71046   8.07342   7.70902   6.21185   7.90842   8.08411
   0.00635   0.01101 269.03000   8.78754   8.43387   6.93984   8.62487   8.79846
   0.00656   0.01112 291.36292   9.50638   9.15980   7.67077   9.34546   9.51751
   0.00677   0.01124 313.19193  10.21589   9.87416   8.39103  10.05634  10.22721
   0.00698   0.01135 336.06308  10.96444  10.62638   9.14992  10.80610  10.97596
   0.00718   0.01147 359.35037  11.73321  11.39798   9.92851  11.57593  11.74491
   0.00738   0.01158 382.31967  12.49669  12.16367  10.70110  12.34034  12.50857
   0.00757   0.01168 404.63406  13.24494  12.91373  11.45779  13.08942  13.25698
   0.00777   0.01178 428.05157  14.03363  13.70408  12.25486  13.87892  14.04584
   0.00796   0.01189 451.47595  14.83160  14.50354  13.06099  14.67765  14.84395
   0.00814   0.01199 474.82428  15.62897  15.30227  13.86604  15.47575  15.64148
   0.00832   0.01209 497.14151  16.39982  16.07436  14.64411  16.24726  16.41246
   0.00850   0.01219 520.44489  17.20842  16.88418  15.45994  17.05652  17.22120
   0.00302   0.00997   1.37009   0.43396   0.00331   0.00000   0.24514   0.43707
   0.00322   0.01010   2.53859   0.49645   0.00764   0.00000   0.30021   0.49977
   0.00353   0.01028   4.92867   0.60861   0.01861   0.00000   0.39919   0.61223
   0.00375   0.01042   7.08166   0.70567   0.03192   0.00000   0.48520   0.70951
   0.00399   0.01056   9.78428   0.82162   0.05326   0.00000   0.58857   0.82569
   0.00420   0.01068  12.50101   0.93309   0.08030   0.00000   0.68877   0.93736
   0.00440   0.01080  15.33646   1.04857   0.11635   0.00000   0.79364   1.05301
   0.00461   0.01093  18.79419   1.18129   0.16922   0.00000   0.91572   1.18592
   0.00480   0.01104  22.12853   1.30418   0.23068   0.00000   1.03051   1.30898
   0.00499   0.01115  25.59074   1.42761   0.30643   0.00000   1.14776   1.43257
   0.00514   0.01123  28.60125   1.52981   0.38013   0.00000   1.24638   1.53489
   0.00545   0.01142  35.57806   1.75536   0.58206   0.00000   1.46959   1.76069
   0.00573   0.01157  42.29364   1.95870   0.80917   0.06534   1.67720   1.96425
   0.00605   0.01175  50.61731   2.19817   1.12053   0.27098   1.92789   2.20395
   0.00638   0.01194  60.18987   2.46583   1.50028   0.60330   2.21254   2.47186
   0.00668   0.01211  69.74239   2.73221   1.88398   0.91134   2.49654   2.73846
   0.00700   0.01228  80.06973   3.02602   2.29604   1.25201   2.80809   3.03248
   0.00726   0.01243  89.26488   3.29352   2.65279   1.55515   3.08903   3.30015
   0.00758   0.01261 101.24441   3.65035   3.10128   1.94998   3.45978   3.65719
   0.00787   0.01276 112.48016   3.99434   3.50989   2.32280   3.81372   4.00135
   0.00813   0.01291 123.31759   4.33339   3.89521   2.68440   4.16002   4.34056
   0.00847   0.01310 137.95073   4.79913   4.40415   3.17410   4.63273   4.80650
   0.00880   0.01327 152.41275   5.26880   4.90196   3.66254   5.10716   5.27635
   0.00910   0.01344 166.62314   5.73732   5.38865   4.14613   5.57895   5.74504
   0.00941   0.01361 181.64133   6.23711   5.90091   4.65920   6.08119   6.24500
