   0.00826   0.00190 -12.39532   0.84849   0.00000   0.00000   0.40073   0.84849
   0.00843   0.00196 -11.95982   0.81692   0.00000   0.00000   0.37389   0.81693
   0.00869   0.00206 -10.70258   0.79738   0.00232   0.00000   0.36089   0.79739
   0.00887   0.00212  -9.30962   0.80291   0.01428   0.00000   0.37088   0.80293
   0.00906   0.00220  -7.35729   0.82766   0.04430   0.00000   0.40010   0.82768
   0.00922   0.00226  -5.23221   0.86514   0.08633   0.00000   0.44128   0.86517
   0.00937   0.00232  -2.81588   0.91441   0.13991   0.00000   0.49399   0.91444
   0.00953   0.00238   0.22036   0.98279   0.21268   0.00000   0.56590   0.98283
   0.00967   0.00244   3.42851   1.06086   0.29448   0.00000   0.64694   1.06090
   0.00981   0.00249   6.83477   1.14633   0.38347   0.00000   0.73520   1.14638
   0.00992   0.00254   9.78108   1.22207   0.46194   0.00000   0.81310   1.22212
   0.01014   0.00263  16.86442   1.41410   0.65963   0.07611   1.00957   1.41415
   0.01034   0.00271  23.74683   1.61190   0.86212   0.28367   1.21104   1.61196
   0.01055   0.00281  32.51702   1.86855   1.12388   0.54860   1.47165   1.86861
   0.01078   0.00290  42.90267   2.17635   1.43685   0.86258   1.78344   2.17642
   0.01098   0.00299  53.51737   2.49478   1.75984   1.18706   2.10537   2.49486
   0.01119   0.00309  65.34510   2.85318   2.12272   1.55132   2.46720   2.85326
   0.01136   0.00316  75.90112   3.17546   2.44864   1.87843   2.79224   3.17554
   0.01157   0.00326  89.91302   3.60714   2.88465   2.31590   3.22719   3.60723
   0.01175   0.00334 103.62714   4.03417   3.31543   2.74800   3.65705   4.03427
   0.01192   0.00342 116.85065   4.44863   3.73326   3.16705   4.07403   4.44873
   0.01214   0.00352 134.67102   5.01136   4.30018   3.73553   4.63989   5.01147
   0.01234   0.00362 152.95531   5.59509   4.88777   4.32461   5.22649   5.59520
   0.01254   0.00371 171.23260   6.18418   5.48042   4.91866   5.81820   6.18430
   0.01273   0.00380 190.21292   6.79990   6.09963   5.53929   6.43650   6.80003
   0.01292   0.00390 210.11784   7.45241   6.75550   6.19655   7.09146   7.45254
   0.01310   0.00398 229.92497   8.10764   7.41386   6.85624   7.74898   8.10778
   0.01327   0.00407 249.06291   8.74397   8.05310   7.49673   8.38743   8.74412
   0.01344   0.00415 269.71091   9.43929   8.75130   8.19621   9.08484   9.43944
   0.01361   0.00424 290.07214  10.12644   9.44125   8.88741   9.77402  10.12660
   0.01377   0.00432 311.05469  10.84537  10.16280   9.61017  10.49483  10.84553
   0.01393   0.00440 330.74075  11.52013  10.84002  10.28852  11.17136  11.52029
   0.01409   0.00448 352.04886  12.26115  11.58350  11.03316  11.91414  12.26133
   0.01424   0.00455 373.07080  12.99342  12.31816  11.76896  12.64812  12.99360
   0.01439   0.00463 394.16910  13.73712  13.06412  12.51602  13.39343  13.73730
   0.01453   0.00470 414.53915  14.45864  13.78777  13.24071  14.11646  14.45883
   0.01468   0.00478 435.42343  15.20190  14.53316  13.98715  14.86123  15.20209
   0.01027   0.00258  -8.06955   0.73483   0.00000   0.00000   0.35804   0.73484
   0.01052   0.00269  -7.44951   0.72436   0.00000   0.00000   0.35156   0.72438
   0.01087   0.00285  -5.99977   0.73174   0.00642   0.00000   0.36446   0.73177
   0.01112   0.00296  -4.55964   0.75342   0.03111   0.00000   0.38991   0.75346
   0.01138   0.00308  -2.64645   0.79165   0.07541   0.00000   0.43191   0.79170
   0.01161   0.00319  -0.63365   0.83762   0.12581   0.00000   0.48101   0.83768
   0.01182   0.00329   1.59993   0.89228   0.18481   0.00000   0.53857   0.89234
   0.01205   0.00339   4.34448   0.96303   0.25994   0.00000   0.61229   0.96310
   0.01225   0.00349   7.17332   1.03914   0.33978   0.00000   0.69090   1.03922
   0.01244   0.00358  10.13803   1.12035   0.42450   0.00000   0.77446   1.12043
   0.01259   0.00365  12.67465   1.19085   0.49773   0.00000   0.84679   1.19093
   0.01291   0.00381  18.65692   1.36445   0.67696   0.06858   1.02414   1.36454
   0.01318   0.00395  24.33894   1.53822   0.85539   0.25364   1.20100   1.53833
   0.01349   0.00410  31.46477   1.75882   1.08106   0.48443   1.42494   1.75894
   0.01381   0.00426  39.76674   2.01797   1.34533   0.75176   1.68745   2.01810
   0.01410   0.00441  48.12173   2.28125   1.61312   1.02279   1.95368   2.28139
   0.01439   0.00456  57.30788   2.57320   1.90951   1.32225   2.24852   2.57336
   0.01463   0.00468  65.42239   2.83285   2.17275   1.58805   2.51050   2.83301
   0.01493   0.00484  76.06108   3.17620   2.52037   1.93871   2.85662   3.17638
   0.01519   0.00498  86.32692   3.51108   2.85893   2.27995   3.19387   3.51127
   0.01544   0.00511  96.14310   3.83346   3.18463   2.60806   3.51837   3.83365
   0.01574   0.00527 109.24654   4.26718   3.62247   3.04894   3.95473   4.26739
   0.01604   0.00543 122.51283   4.71149   4.07056   3.49985   4.40145   4.71171
   0.01631   0.00557 135.62933   5.15534   4.51790   3.94980   4.84752   5.15557
   0.01659   0.00572 149.15100   5.61618   4.98216   4.41664   5.31052   5.61642
   0.01686   0.00587 163.16901   6.09949   5.46876   4.90575   5.79591   6.09975
   0.01711   0.00601 176.98650   6.58073   5.95305   5.39239   6.27907   6.58099
   0.01736   0.00614 190.26523   7.04586   6.42102   5.86256   6.74599   7.04614
   0.01760   0.00628 204.41096   7.54846   6.92643   6.37016   7.25034   7.54874
   0.01785   0.00641 218.32939   8.04420   7.42490   6.87076   7.74778   8.04450
   0.01808   0.00654 232.46484   8.55632   7.93958   7.38746   8.26150   8.55663
   0.01830   0.00666 245.72195   9.03683   8.42248   7.87225   8.74349   9.03715
   0.01852   0.00679 259.87894   9.55842   8.94646   8.39813   9.26656   9.55875
   0.01875   0.00691 273.82437  10.07318   9.46354   8.91708   9.78276  10.07351
   0.01896   0.00703 287.67151  10.59120   9.98375   9.43906  10.30213  10.59154
   0.01916   0.00714 300.98148  11.09189  10.48651   9.94349  10.80410  11.09224
   0.01937   0.00726 314.57095  11.60583  11.00252  10.46117  11.31931  11.60619
   0.01256   0.00333  -5.44471   0.63499   0.00000   0.00000   0.31597   0.63500
   0.01288   0.00349  -4.76338   0.63586   0.00000   0.00000   0.32021   0.63588
   0.01334   0.00372  -3.30380   0.65606   0.00797   0.00000   0.34509   0.65610
   0.01367   0.00389  -1.93517   0.68402   0.03708   0.00000   0.37623   0.68407
   0.01402   0.00406  -0.17652   0.72578   0.08495   0.00000   0.42118   0.72585
   0.01431   0.00422   1.63101   0.77210   0.13539   0.00000   0.47015   0.77218
   0.01460   0.00437   3.60203   0.82478   0.19218   0.00000   0.52528   0.82487
   0.01490   0.00452   5.98386   0.89061   0.26214   0.00000   0.59362   0.89071
   0.01516   0.00466   8.39229   0.95911   0.33415   0.00000   0.66424   0.95922
   0.01541   0.00480  10.89066   1.03108   0.40943   0.00000   0.73820   1.03120
   0.01561   0.00490  13.00965   1.09277   0.47368   0.00000   0.80143   1.09289
   0.01603   0.00513  17.93056   1.24180   0.62800   0.05881   0.95363   1.24194
   0.01640   0.00533  22.51863   1.38809   0.77867   0.21635   1.10253   1.38825
   0.01681   0.00556  28.19563   1.57094   0.96628   0.40966   1.28821   1.57112
   0.01724   0.00579  34.71903   1.78252   1.18265   0.62992   1.50263   1.78272
   0.01762   0.00601  41.19866   1.99456   1.39892   0.85006   1.71716   1.99478
   0.01802   0.00623  48.24261   2.22704   1.63555   1.09039   1.95208   2.22727
   0.01834   0.00641  54.41068   2.43203   1.84389   1.30179   2.15904   2.43227
