 2.00  0.212
 1.75  2.03  1.09 -0.14 -0.15 -2.36 -2.19 24.77
-1.02 -0.78 -2.41 -1.98 -1.98 -1.42 -3.86 23.00
 0.05  0.03 -0.12  0.23  0.23  0.21  1.57 34.44
 0.11  0.06 -0.24 -0.49 -0.49 -0.49 -1.07  7.52
 0.26  0.24 -0.08  0.02  0.02  0.44  1.56  0.48
-0.06 -0.04  0.02 -0.02 -0.02 -0.22 -0.73 -6.26
 6.20  4.43  5.97 10.24 10.23  9.00 11.30 99.51
-0.41 -0.18 -0.90 -1.43 -1.44 -0.46 -7.20 16.45
 0.29  0.22 -0.35  0.44  0.45  0.29  3.85 97.19
-2.35 -2.35 -0.64 -2.57 -2.57 -1.74 -4.85 36.02
 1.68  1.52  2.71  2.32  2.32  3.93 10.51 16.51
-0.24 -0.19 -0.20 -0.47 -0.47 -1.34 -4.36 40.40

  
