 2.00  0.191
 1.77  2.04  0.74 -0.43 -0.43 -3.07 -4.44 -7.03
-0.98 -0.75 -2.44 -1.96 -1.96 -1.03 -0.13  1.10
 0.03  0.02  0.07  0.20  0.20  0.04 -0.23 -0.41
 0.13  0.03 -0.59 -0.86 -0.86 -0.66 -0.68 -1.13
 0.23  0.26  0.42  0.43  0.43  0.45  0.50  1.07
-0.04 -0.05 -0.15 -0.14 -0.14 -0.17 -0.18 -0.35
 6.28  4.48  6.31 10.16 10.16  8.57  6.90  8.56
-0.34 -0.15 -1.62 -1.91 -1.91 -0.32  1.46 -2.33
 0.26  0.21  0.18  0.53  0.53  0.17 -0.53  0.87
-2.30 -2.47 -1.37 -3.14 -3.14 -1.68 -1.82 -5.47
 1.60  1.52  3.56  3.14  3.14  3.48  4.11  9.08
-0.18 -0.19 -0.77 -0.68 -0.68 -0.98 -1.16 -2.66

  
