 2.00  0.155
 1.79  2.12  1.58 -0.10 -0.11 -2.53 -3.91 -6.57
-1.05 -0.85 -2.68 -2.29 -2.29 -1.16 -0.19  1.15
 0.03 -0.07  0.01  0.35  0.35  0.12 -0.24 -0.48
 0.12  0.02 -0.28 -0.43 -0.43 -0.35 -0.44 -0.90
 0.24  0.32  0.05  0.09  0.09  0.26  0.38  0.95
-0.04 -0.08  0.00 -0.06 -0.06 -0.15 -0.17 -0.33
 7.03  4.46  6.84 10.43 10.43  8.67  6.85  7.27
-0.38 -0.28 -0.93 -2.14 -2.14 -0.10  2.15 -0.28
 0.27  0.29 -0.26  0.73  0.73  0.27 -0.74  0.28
-2.29 -2.57 -1.08 -2.49 -2.48 -1.24 -1.56 -5.07
 1.63  1.82  2.76  2.80  2.80  3.26  4.07  9.02
-0.18 -0.33 -0.32 -0.67 -0.67 -1.06 -1.24 -2.75

  
