#
# column #1=histogram, #2=x-axis bin, #3=binned cross-section, #4=error, #5=number of events 
# this can be easily plotted in gnuplot with the commands:
#    NHi=3
#    plot 'output.dat' using ($2):($1==NHi ? $3 : 1/0) w st
# where NHi selects the histogram
#
#
# run time =      -0.05min
# TotCS =      3.1384312285E-06           7.58478E-07
#
# Histogram 1: m_jj                                              
 1|   0.000E+00|                 Infinity|   3.6514837167011073E-02|        750|
 1|   5.000E+01|                 Infinity|   1.4366570530687187E-02|       4845|
 1|   1.000E+02|                 Infinity|   1.3902304219833355E-02|       5174|
 1|   1.500E+02|                 Infinity|   1.5239228719482505E-02|       4306|
 1|   2.000E+02|                 Infinity|   1.7190354104313223E-02|       3384|
 1|   2.500E+02|                 Infinity|   1.9480930197663147E-02|       2635|
 1|   3.000E+02|                 Infinity|   2.2645540682891915E-02|       1950|
 1|   3.500E+02|                 Infinity|   2.5776963111323350E-02|       1505|
 1|   4.000E+02|                 Infinity|   2.9399051601892736E-02|       1157|
 1|   4.500E+02|                 Infinity|   3.3149677206589796E-02|        910|
 1|   5.000E+02|                 Infinity|   3.9528470752104743E-02|        640|
 1|   5.500E+02|                 Infinity|   4.4022545316281192E-02|        516|
 1|   6.000E+02|                 Infinity|   5.1097613030759603E-02|        383|
 1|   6.500E+02|                 Infinity|   5.4312544659356844E-02|        339|
 1|   7.000E+02|                 Infinity|   5.9976014390406722E-02|        278|
 1|   7.500E+02|                 Infinity|   6.5512178208041838E-02|        233|
 1|   8.000E+02|                 Infinity|   7.8811040623910061E-02|        161|
 1|   8.500E+02|                 Infinity|   8.8045090632562384E-02|        129|
 1|   9.000E+02|                 Infinity|   1.0425720702853739E-01|         92|
 1|   9.500E+02|                 Infinity|   1.0599978800063600E-01|         89|
 1|   1.000E+03|                 Infinity|   1.3363062095621220E-01|         56|
 1|   1.050E+03|                 Infinity|   1.3018891098082389E-01|         59|
 1|   1.100E+03|                 Infinity|   1.6439898730535729E-01|         37|
 1|   1.150E+03|                 Infinity|   1.7960530202677491E-01|         31|
 1|   1.200E+03|                 Infinity|   2.3570226039551587E-01|         18|
 1|   1.250E+03|                 Infinity|   2.3570226039551587E-01|         18|
 1|   1.300E+03|                 Infinity|   2.5000000000000000E-01|         16|
 1|   1.350E+03|                 Infinity|   3.3333333333333331E-01|          9|
 1|   1.400E+03|                 Infinity|   3.7796447300922720E-01|          7|
 1|   1.450E+03|                 Infinity|   3.7796447300922720E-01|          7|
 1|   1.500E+03|                 Infinity|   4.4721359549995793E-01|          5|
 1|   1.550E+03|                 Infinity|   5.7735026918962584E-01|          3|
 1|   1.600E+03|                 Infinity|   5.7735026918962584E-01|          3|
 1|   1.650E+03|                 Infinity|   7.0710678118654746E-01|          2|
 1|   1.700E+03|                 Infinity|   5.7735026918962584E-01|          3|
 1|   1.750E+03|                 Infinity|   1.0000000000000000E+00|          1|
 1|   1.800E+03|                 Infinity|   7.0710678118654746E-01|          2|
 1|   1.850E+03|                 Infinity|   5.0000000000000000E-01|          4|
 1|   1.900E+03|                 Infinity|   7.0710678118654746E-01|          2|
 1|   1.950E+03|                 Infinity|   1.0000000000000000E+00|          1|
 1|   2.000E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.050E+03|                 Infinity|   7.0710678118654746E-01|          2|
 1|   2.100E+03|                 Infinity|   7.0710678118654746E-01|          2|
 1|   2.150E+03|                 Infinity|   1.0000000000000000E+00|          1|
 1|   2.200E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.250E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.300E+03|                 Infinity|   7.0710678118654746E-01|          2|
 1|   2.350E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.400E+03|                 Infinity|   7.0710678118654746E-01|          2|
 1|   2.450E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.500E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.550E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.600E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.650E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.700E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.750E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.800E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.850E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.900E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   2.950E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.000E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.050E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.100E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.150E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.200E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.250E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.300E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.350E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.400E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.450E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.500E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.550E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.600E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.650E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.700E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.750E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.800E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.850E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.900E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   3.950E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.000E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.050E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.100E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.150E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.200E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.250E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.300E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.350E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.400E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.450E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.500E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.550E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.600E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.650E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.700E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.750E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.800E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.850E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.900E+03|                      NaN|   0.0000000000000000E+00|          0|
 1|   4.950E+03|                      NaN|   0.0000000000000000E+00|          0|
# integrated result:   3.1384312284640407E-06
#
# Histogram 2: m_jj                                              
