 # Thu Nov  6 19:28:43 2008
 # MSTW 2008 LO PDF grid for eigenvector  -5.
 # distance(t),tolerance(T) =   5.46941  5.44883553
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.68183
 # alphaS(MZ) = 0.13939
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.3785E+02  1.1566E+00  1.1590E+00  5.1016E-01  0.0000E+00  0.0000E+00  2.5614E-04  2.6636E-03 -8.4396E-04
  1.4346E+02  1.7443E+00  1.7468E+00  1.1038E+00  0.0000E+00  0.0000E+00  2.7641E-04  2.7678E-03 -8.5601E-04
  1.4901E+02  2.1934E+00  2.1959E+00  1.5573E+00  0.0000E+00  0.0000E+00  2.9272E-04  2.8484E-03 -8.6512E-04
  1.5872E+02  2.8203E+00  2.8229E+00  2.1900E+00  0.0000E+00  0.0000E+00  3.1623E-04  2.9603E-03 -8.7748E-04
  1.5872E+02  2.8203E+00  2.8229E+00  2.1900E+00  1.5417E-06  0.0000E+00  3.1623E-04  2.9603E-03 -8.7748E-04
  1.6845E+02  3.3722E+00  3.3750E+00  2.7468E+00  6.2908E-01  0.0000E+00  3.3731E-04  3.0569E-03 -8.8787E-04
  1.8024E+02  3.9266E+00  3.9294E+00  3.3057E+00  1.2304E+00  0.0000E+00  3.5845E-04  3.1506E-03 -8.9773E-04
  1.9252E+02  4.4303E+00  4.4331E+00  3.8131E+00  1.7729E+00  0.0000E+00  3.7735E-04  3.2320E-03 -9.0614E-04
  2.0630E+02  4.9417E+00  4.9446E+00  4.3281E+00  2.3202E+00  0.0000E+00  3.9607E-04  3.3106E-03 -9.1412E-04
  2.2325E+02  5.5214E+00  5.5244E+00  4.9115E+00  2.9367E+00  0.0000E+00  4.1656E-04  3.3946E-03 -9.2249E-04
  2.4003E+02  6.0607E+00  6.0638E+00  5.4539E+00  3.5069E+00  0.0000E+00  4.3488E-04  3.4680E-03 -9.2969E-04
  2.5821E+02  6.6183E+00  6.6214E+00  6.0143E+00  4.0933E+00  0.0000E+00  4.5303E-04  3.5393E-03 -9.3659E-04
  2.7401E+02  7.0876E+00  7.0907E+00  6.4859E+00  4.5849E+00  0.0000E+00  4.6773E-04  3.5960E-03 -9.4201E-04
